location_name,date,temperature_c,precipitation_mm,humidity_pct,o3,pm1,pm10,pm25,relativehumidity,temperature,um003,year,month,tourist_arrivals
"Dhathutole, Handigaun",2024-11-25,13.51,0.0,83.57,,37.2,71.0,63.3,42.2,19.6,9150.0,2024,Nov,114496
"Dhathutole, Handigaun",2024-11-26,13.51,0.0,82.87,,50.1,98.5,91.4,42.6,19.6,12900.0,2024,Nov,114496
"Dhathutole, Handigaun",2024-11-27,13.8,0.0,84.31,,48.6,98.6,90.6,42.1,19.5,12700.0,2024,Nov,114496
"Dhathutole, Handigaun",2024-11-28,13.88,0.0,82.87,,41.1,81.6,73.7,40.9,19.2,10600.0,2024,Nov,114496
"Dhathutole, Handigaun",2024-11-29,14.69,0.0,80.81,,45.9,84.1,77.5,41.8,19.1,11700.0,2024,Nov,114496
"Dhathutole, Handigaun",2024-11-30,14.45,0.0,80.8,,57.9,101.0,94.1,42.6,18.9,14600.0,2024,Nov,114496
"Dhathutole, Handigaun",2024-12-01,14.22,0.0,79.53,,40.6,74.2,66.6,42.3,19.2,10300.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-02,13.91,0.0,75.31,,43.7,79.0,71.6,44.0,18.9,11100.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-03,14.0,0.0,66.96,,36.9,67.0,59.4,41.4,18.9,9120.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-04,14.16,0.0,63.21,,37.0,66.9,59.2,39.2,18.5,8980.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-05,12.81,0.0,71.44,,41.0,76.7,68.2,41.8,18.4,10400.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-06,11.9,0.0,70.51,,45.0,86.6,78.8,43.5,18.7,11700.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-07,11.88,0.0,72.79,,50.3,98.7,91.8,43.1,19.2,13200.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-08,11.69,0.0,64.3,,47.4,95.1,87.2,42.1,18.9,12400.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-09,10.3,0.0,75.41,,50.4,100.0,92.8,44.6,17.5,13000.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-10,9.75,0.0,70.65,,41.0,80.0,72.1,39.3,17.4,10300.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-11,10.89,0.0,63.41,,50.9,93.4,86.1,38.6,17.2,12700.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-12,11.73,0.0,60.19,,53.2,96.0,88.3,39.7,17.0,13100.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-13,11.6,0.0,52.37,,52.3,90.9,84.6,34.8,16.8,12800.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-14,11.01,0.0,55.64,,49.7,87.1,79.7,34.7,16.6,12400.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-15,11.36,0.0,62.04,,65.2,116.0,109.0,40.3,17.4,16300.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-16,13.56,0.0,65.28,,63.3,111.0,105.0,39.4,17.8,15700.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-17,13.19,0.0,71.41,,52.4,90.4,84.8,37.3,18.1,13000.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-18,12.96,0.0,68.76,,51.5,88.2,82.5,34.6,19.8,12600.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-19,13.22,0.0,70.11,,50.8,89.3,82.3,41.3,17.3,12600.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-20,12.77,0.0,67.32,,58.3,102.0,95.9,40.6,17.6,14600.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-21,11.95,0.0,65.74,,52.8,91.1,85.3,39.4,17.3,13100.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-22,11.82,0.0,70.33,,50.5,89.5,82.3,41.3,17.1,12600.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-23,11.72,0.0,68.53,,58.2,104.0,96.8,41.2,17.0,14500.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-24,12.27,0.0,68.82,,61.1,109.0,103.0,41.7,16.7,15400.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-25,12.44,0.0,72.94,,60.3,106.0,101.0,39.6,18.0,15100.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-26,12.81,0.0,71.31,,52.1,92.7,86.2,37.8,17.5,13000.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-27,13.69,0.0,66.21,,50.8,90.6,83.8,38.5,18.0,12900.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-28,12.88,0.0,65.81,,82.8,148.0,140.0,43.1,17.1,20800.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-29,13.23,0.0,69.62,,72.9,130.0,123.0,40.2,18.0,18000.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-30,12.47,0.0,80.81,,50.4,90.2,82.8,39.5,17.8,12400.0,2024,Dec,92033
"Dhathutole, Handigaun",2024-12-31,11.69,0.0,81.11,,49.5,88.5,81.8,41.5,17.5,12200.0,2024,Dec,92033
"Dhathutole, Handigaun",2025-01-01,11.1,0.0,71.5,,55.4,97.3,90.9,41.6,17.8,13800.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-02,11.0,0.0,64.14,,52.9,93.9,87.3,41.7,17.9,13200.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-03,11.69,0.0,63.3,,54.5,96.2,89.4,41.1,18.1,13600.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-04,11.77,0.0,65.78,,54.8,96.7,90.0,42.1,18.4,13800.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-05,12.22,0.0,66.76,,72.6,127.0,121.0,44.3,17.9,18400.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-06,13.54,0.0,73.59,,68.2,122.0,114.0,43.1,18.6,17100.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-07,11.44,1.2,80.95,,39.6,73.7,65.2,43.2,18.1,9980.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-08,9.17,0.22,73.69,,38.9,73.9,64.5,43.5,17.2,9740.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-09,9.33,0.0,68.02,,42.4,77.1,69.5,43.3,16.7,10400.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-10,10.73,0.0,62.04,,49.1,89.5,81.0,40.4,17.0,12100.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-11,12.1,0.0,63.19,,55.0,98.5,91.8,39.9,16.8,13700.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-12,12.42,0.0,67.23,,51.4,92.2,87.0,47.5,14.5,12600.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-13,11.88,0.0,70.24,,53.4,92.1,87.9,42.4,16.5,13600.0,2025,Jan,79990
"Dhathutole, Handigaun",2025-01-14,11.73,0.0,69.79,,44.5,82.4,74.7,45.2,15.3,11100.0,2025,Jan,79990
"Dabali, Handigaun",2024-05-16,29.53,0.01,42.81,,25.7,49.4,41.4,25.2,31.3,5450.0,2024,May,90205
"Dabali, Handigaun",2024-05-17,29.36,0.0,33.14,,36.4,68.3,59.0,28.4,28.7,8990.0,2024,May,90205
"Dabali, Handigaun",2024-05-18,30.12,0.15,34.65,,44.5,81.0,74.6,28.2,31.0,11300.0,2024,May,90205
"Dabali, Handigaun",2024-05-19,29.0,3.66,44.4,,37.1,73.4,64.4,32.9,29.7,9410.0,2024,May,90205
"Dabali, Handigaun",2024-05-20,27.67,3.03,53.13,,33.6,66.4,57.7,40.5,26.4,8180.0,2024,May,90205
"Dabali, Handigaun",2024-05-21,27.98,0.54,56.51,,26.3,50.4,43.2,36.7,28.2,5810.0,2024,May,90205
"Dabali, Handigaun",2024-05-22,26.84,7.21,63.26,,24.5,46.7,39.5,42.3,27.3,5120.0,2024,May,90205
"Dabali, Handigaun",2024-05-23,28.17,0.37,55.62,,26.0,49.5,42.1,40.1,27.5,5510.0,2024,May,90205
"Dabali, Handigaun",2024-05-24,29.92,0.15,49.19,,27.7,54.2,45.2,37.5,29.5,6160.0,2024,May,90205
"Dabali, Handigaun",2024-05-25,30.42,3.87,50.52,,24.8,47.8,40.3,40.6,29.2,5150.0,2024,May,90205
"Dabali, Handigaun",2024-05-26,31.23,4.96,50.76,,26.5,52.6,43.7,44.0,28.5,5760.0,2024,May,90205
"Dabali, Handigaun",2024-05-27,29.92,7.7,60.46,,27.3,53.3,44.4,41.0,28.9,6040.0,2024,May,90205
"Dabali, Handigaun",2024-05-28,30.46,0.2,48.59,,22.2,42.0,36.0,46.1,28.0,4700.0,2024,May,90205
"Dabali, Handigaun",2024-05-29,32.0,0.11,32.03,,30.9,60.3,50.9,39.1,30.3,7200.0,2024,May,90205
"Dabali, Handigaun",2024-05-30,31.79,0.87,35.21,,27.6,51.9,44.0,36.5,29.8,6330.0,2024,May,90205
"Dabali, Handigaun",2024-05-31,30.39,6.23,52.06,,23.0,43.3,37.0,35.3,30.3,4710.0,2024,May,90205
"Dabali, Handigaun",2024-06-01,29.09,5.65,54.95,,27.0,52.1,43.6,41.1,27.3,5990.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-02,28.89,7.97,53.62,,28.2,54.9,45.7,39.5,28.0,6300.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-03,28.88,1.28,44.65,,27.5,53.7,44.4,38.5,29.0,6070.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-04,29.14,2.15,42.24,,26.3,50.1,42.5,38.8,27.6,6020.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-05,28.29,4.81,50.55,,25.4,48.8,41.0,38.7,28.0,5330.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-06,28.57,8.07,54.17,,18.6,33.4,30.0,39.3,28.8,3610.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-07,29.43,1.9,43.17,,21.1,38.3,33.8,40.0,28.8,4040.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-08,30.35,2.86,42.53,,31.5,60.6,52.3,40.2,29.8,6930.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-09,31.26,1.94,40.11,,29.3,56.8,47.2,37.4,30.7,6740.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-10,31.39,0.86,38.52,,29.5,57.6,47.9,35.3,31.5,6840.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-11,31.32,0.67,34.84,,31.7,64.1,52.5,39.3,30.6,7660.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-12,30.49,2.14,44.89,,31.7,63.7,53.2,36.8,31.7,7760.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-13,30.79,2.13,48.65,,31.8,63.2,52.5,37.4,30.9,7660.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-14,31.45,1.13,43.5,,34.5,69.7,59.2,40.1,30.8,8680.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-15,31.45,0.65,48.45,,32.7,66.0,55.4,38.9,31.5,8070.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-16,31.06,5.1,55.03,,27.4,54.1,44.7,44.1,29.1,6200.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-17,30.97,3.35,54.01,,23.6,43.2,37.4,52.2,27.1,4860.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-18,32.05,15.97,52.26,,30.4,59.9,50.0,49.1,28.8,7120.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-19,31.16,14.59,57.08,,24.2,46.9,39.5,44.5,29.6,5130.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-20,28.57,15.86,69.3,,17.1,30.2,27.1,44.1,28.8,3350.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-21,27.91,3.69,67.5,,16.4,27.5,25.6,43.8,28.0,3040.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-22,28.78,5.99,66.19,,20.2,37.2,33.1,44.1,29.1,3900.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-23,28.66,2.47,68.79,,20.1,37.4,33.3,43.0,29.8,3840.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-24,29.76,5.58,65.12,,17.9,32.0,29.2,40.7,30.4,3370.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-25,28.76,23.39,74.08,,24.2,47.4,40.0,42.5,29.9,4970.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-26,25.92,110.6,90.58,,19.7,36.8,32.5,48.1,27.9,3810.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-27,26.84,4.13,83.42,,20.6,38.2,33.6,46.9,28.6,4030.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-28,26.87,14.6,83.13,,13.8,23.9,22.3,47.9,28.6,2690.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-29,26.16,22.38,88.34,,10.5,17.8,16.9,49.6,27.6,2000.0,2024,Jun,76733
"Dabali, Handigaun",2024-06-30,25.65,21.08,90.87,,17.5,31.5,28.7,51.1,27.9,3310.0,2024,Jun,76733
"Dabali, Handigaun",2024-07-01,26.1,36.59,88.21,,17.5,30.8,28.5,54.6,27.0,3350.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-02,26.17,47.5,90.14,,12.7,20.8,19.5,58.2,25.8,2500.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-03,25.58,19.75,90.2,,15.2,24.7,22.7,52.0,27.4,2950.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-04,26.22,9.46,86.92,,14.0,22.2,21.1,52.9,27.4,2620.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-05,25.36,41.24,90.67,,15.6,26.7,24.3,51.0,27.7,3030.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-06,25.4,69.2,92.09,,11.2,18.8,17.1,60.7,24.3,2290.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-07,25.19,10.18,92.68,,13.7,22.8,21.0,57.0,25.7,2640.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-08,26.26,1.64,87.08,,13.7,23.7,21.8,53.2,27.2,2590.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-09,26.97,6.21,83.63,,19.4,36.6,32.5,49.8,28.1,3720.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-10,25.86,27.97,88.17,,19.5,37.6,32.8,54.9,26.6,3810.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-11,24.92,39.3,93.09,,23.9,44.8,38.8,56.4,26.1,5110.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-12,24.66,31.83,93.04,,13.1,22.6,20.9,53.1,27.1,2560.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-13,25.54,14.39,90.21,,13.3,23.8,22.4,49.0,28.4,2500.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-14,26.66,5.96,88.47,,14.8,26.3,24.4,47.8,29.2,2790.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-15,26.74,1.19,88.23,,18.5,34.2,31.3,47.5,28.8,3500.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-16,26.05,3.56,87.46,,13.5,21.9,21.0,47.6,29.0,2490.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-17,26.69,7.65,88.88,,15.5,25.2,23.4,52.4,27.9,3000.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-18,26.61,4.31,89.58,,13.3,20.2,19.4,50.8,28.6,2450.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-19,26.93,11.49,86.23,,10.9,17.4,16.6,47.0,29.2,2090.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-20,26.47,1.45,89.28,,15.5,25.3,23.7,47.6,29.1,2920.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-21,25.69,5.07,91.06,,14.8,24.0,22.6,55.6,26.6,2760.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-22,26.12,7.82,85.32,,13.9,22.5,20.8,52.7,27.6,2680.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-23,26.17,6.69,84.97,,8.38,12.7,12.1,51.9,27.9,1690.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-24,26.54,7.68,86.91,,11.6,19.1,18.3,53.1,27.6,2390.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-25,26.67,1.12,87.11,,10.2,15.1,14.6,52.3,28.2,1980.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-26,27.13,1.08,85.53,,9.41,14.1,13.6,49.4,29.0,1840.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-27,28.3,1.37,82.44,,10.5,16.3,15.5,49.5,29.1,2050.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-28,27.04,0.11,85.04,,13.5,21.4,20.0,51.5,28.5,2640.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-29,27.02,1.78,84.56,,11.4,17.6,16.7,47.4,29.9,2240.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-30,26.87,23.15,88.68,,13.1,20.8,19.8,50.9,29.0,2520.0,2024,Jul,64598
"Dabali, Handigaun",2024-07-31,26.31,52.46,89.64,,8.27,12.6,11.9,47.2,28.3,1700.0,2024,Jul,64598
"Dabali, Handigaun",2024-08-01,26.89,11.5,86.89,,10.8,16.7,16.0,48.7,28.7,2130.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-02,26.24,7.09,83.47,,12.1,18.9,18.0,49.4,27.5,2340.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-03,24.86,4.09,86.11,,9.73,14.8,14.3,45.9,28.6,1920.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-04,25.25,1.39,86.32,,8.48,13.1,12.5,44.0,29.6,1740.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-05,25.63,11.5,90.77,,13.6,22.5,21.0,49.1,27.9,2620.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-06,25.22,40.94,90.81,,11.1,17.7,16.8,53.5,26.7,2180.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-07,24.96,11.62,90.89,,11.4,18.1,17.2,52.4,27.2,2200.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-08,25.3,7.16,90.72,,14.6,23.2,21.8,53.2,27.2,2790.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-09,24.61,9.12,89.94,,14.2,23.4,21.6,52.4,27.1,2820.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-10,25.1,8.5,86.27,,13.0,21.3,20.0,52.3,27.0,2490.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-11,25.51,47.87,90.29,,14.1,23.7,21.9,54.1,27.0,2730.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-12,25.56,3.64,92.0,,16.3,30.2,27.2,50.7,27.9,3160.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-13,25.52,6.72,88.09,,16.2,29.1,26.2,52.6,27.6,3210.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-14,25.63,26.34,90.5,,14.1,23.4,21.7,52.3,27.7,2720.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-15,26.52,2.77,86.57,,8.98,14.1,13.5,45.8,28.3,1760.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-16,26.22,5.19,83.78,,10.6,17.0,16.2,46.2,28.2,2050.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-17,26.21,30.1,88.01,,13.0,21.0,19.8,49.9,27.8,2520.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-18,26.14,5.76,81.19,,11.3,17.1,16.4,46.9,28.6,2190.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-19,25.19,4.4,89.56,,9.22,14.4,13.7,53.3,26.8,1820.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-20,25.01,1.34,84.73,,8.53,13.6,13.0,55.5,25.4,1690.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-21,24.82,0.49,81.12,,15.5,25.0,23.3,59.6,24.7,2990.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-22,25.64,4.8,81.48,,13.6,21.8,20.3,54.0,26.3,2650.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-23,25.56,1.01,85.37,,15.5,25.0,23.2,55.4,26.4,3010.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-24,25.58,0.04,88.01,,16.2,27.3,25.1,51.3,27.6,3150.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-25,25.67,0.12,85.5,,13.3,21.8,19.9,50.1,27.8,2680.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-26,25.02,3.48,89.62,,16.7,28.3,25.8,55.0,26.1,3240.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-27,24.52,6.8,90.62,,15.5,25.8,23.6,51.7,26.8,3010.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-28,25.57,0.76,86.82,,15.0,23.9,22.7,59.0,24.7,2780.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-29,25.59,3.6,89.6,,14.5,23.5,21.8,54.4,26.5,2800.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-30,26.59,1.1,85.98,,13.2,20.8,19.7,47.4,28.0,2510.0,2024,Aug,72717
"Dabali, Handigaun",2024-08-31,26.05,0.78,90.3,,17.6,29.5,27.0,50.6,28.4,3400.0,2024,Aug,72717
"Dabali, Handigaun",2024-09-01,24.76,0.29,88.78,,14.7,23.6,22.0,58.7,25.0,2870.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-02,25.68,0.09,85.45,,14.8,23.8,22.0,49.8,27.5,2960.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-03,25.28,2.73,90.28,,10.2,15.3,14.8,51.2,27.5,1960.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-04,24.1,23.85,89.97,,12.3,19.7,18.7,51.8,26.7,2330.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-05,25.48,8.5,84.04,,15.7,27.3,24.6,53.7,26.0,3110.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-06,25.39,0.22,87.95,,7.4,12.3,11.7,59.1,24.3,1480.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-07,25.67,0.25,87.59,,10.6,17.2,16.1,46.8,28.4,2110.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-08,26.05,0.12,86.62,,12.4,19.5,18.6,45.3,28.7,2380.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-09,25.95,0.08,87.59,,14.7,23.9,22.3,46.4,28.7,2840.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-10,26.1,0.07,86.49,,18.8,31.7,29.3,47.0,28.9,3550.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-11,25.3,1.67,92.28,,15.7,26.2,24.2,46.1,28.5,3000.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-12,25.42,5.48,89.67,,13.7,21.9,20.8,46.4,27.8,2600.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-13,25.07,3.6,90.76,,15.9,25.3,23.4,48.9,26.9,3070.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-14,24.78,6.17,90.28,,17.4,28.2,25.9,51.4,26.0,3350.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-15,24.52,5.09,87.93,,10.2,16.7,15.3,50.4,25.9,2060.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-16,24.95,4.14,80.9,,12.1,18.9,17.8,51.5,25.9,2320.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-17,24.75,0.12,79.87,,20.0,33.8,30.5,53.3,25.9,3910.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-18,25.65,0.0,82.59,,20.3,35.6,31.8,48.3,28.1,3990.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-19,25.93,0.04,86.5,,18.7,32.1,29.3,46.0,29.3,3630.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-20,25.87,0.36,81.5,,21.5,37.1,33.1,52.8,27.1,4300.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-21,26.47,1.54,79.45,,18.8,31.0,28.3,48.9,27.7,3660.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-22,27.16,0.18,78.28,,22.9,39.1,34.4,45.7,28.4,4720.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-23,27.63,0.09,76.06,,25.7,46.0,39.4,44.5,29.2,5510.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-24,25.66,21.91,86.63,,24.7,45.4,38.7,49.2,27.5,5150.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-25,23.64,50.28,93.14,,16.5,27.9,26.0,50.2,26.6,3080.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-26,23.27,18.67,90.97,,13.6,24.5,21.7,52.3,25.7,2780.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-27,21.78,101.06,91.18,,9.23,14.7,13.8,60.3,22.5,1820.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-28,21.99,108.9,93.92,,17.8,29.2,26.8,61.1,22.0,3430.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-29,23.99,0.72,91.11,,23.2,43.6,37.2,52.7,25.0,5170.0,2024,Sep,96302
"Dabali, Handigaun",2024-09-30,23.86,0.01,93.66,,16.5,28.7,25.6,51.9,26.1,3310.0,2024,Sep,96302
"Dabali, Handigaun",2024-10-01,24.4,0.27,93.06,,15.3,25.5,23.1,50.1,27.5,3080.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-02,24.28,0.85,91.44,,23.2,48.3,40.9,49.1,28.2,5060.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-03,24.39,4.64,90.76,,17.4,32.0,28.9,47.7,28.0,3340.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-04,24.28,3.11,88.82,,17.7,40.4,34.1,46.9,27.6,3830.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-05,23.7,0.88,91.55,,15.6,27.5,25.4,50.2,26.0,3090.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-06,24.27,1.76,88.63,,18.7,34.8,30.5,47.6,26.6,3930.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-07,23.37,0.62,88.34,,20.8,40.0,35.0,47.3,26.5,4240.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-08,23.63,0.19,85.12,,19.9,39.3,34.8,47.9,25.8,4040.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-09,23.88,0.88,84.08,,20.1,38.9,33.8,45.3,26.1,4130.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-10,22.62,0.03,90.13,,22.9,44.4,37.7,42.8,26.7,4670.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-11,22.96,0.0,89.53,,26.3,53.5,44.2,44.2,25.6,5690.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-12,22.17,0.0,89.0,,23.0,46.2,38.8,40.0,26.2,4730.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-13,21.88,0.0,88.56,,23.9,47.9,40.1,41.8,26.0,4870.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-14,21.55,0.0,90.5,,26.2,52.8,43.6,41.8,26.3,5600.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-15,21.34,0.0,88.33,,29.5,60.0,49.5,43.0,25.5,6810.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-16,21.52,3.0,77.85,,30.6,63.7,51.5,49.8,22.3,7160.0,2024,Oct,124391
"Dabali, Handigaun",2024-10-17,21.77,1.95,74.14,,42.1,86.7,78.4,50.7,23.3,10800.0,2024,Oct,124391
