location_name,date,temperature_c,precipitation_mm,humidity_pct,o3,pm1,pm10,pm25,relativehumidity,temperature,um003,year,month,tourist_arrivals
Embassy Kathmandu,2021-10-26,18.1,0.22,86.2,,,,73.1,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-27,17.78,0.01,81.66,,,,26.3,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-28,18.1,0.0,78.49,,,,29.7,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-29,17.5,0.0,86.77,,,,30.5,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-30,17.6,0.0,82.85,,,,27.6,,,,2021,Oct,23338
Embassy Kathmandu,2021-10-31,16.54,0.0,87.99,,,,29.5,,,,2021,Oct,23338
Embassy Kathmandu,2021-11-01,16.06,0.0,85.73,,,,35.1,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-02,16.5,0.0,85.22,,,,39.0,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-03,16.09,0.0,80.7,,,,37.1,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-04,15.81,0.0,74.85,,,,33.5,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-05,15.49,0.0,74.51,,,,33.8,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-06,15.54,0.0,77.85,,,,29.7,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-07,15.49,0.0,82.81,,,,26.0,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-08,16.0,0.0,81.53,,,,23.2,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-09,16.53,0.0,85.97,,,,24.3,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-10,16.73,0.0,89.53,,,,22.4,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-11,16.31,0.0,88.83,,,,24.5,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-12,15.75,0.0,83.5,,,,28.0,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-13,15.2,0.03,84.1,,,,32.1,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-14,15.2,0.41,82.51,,,,27.7,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-15,14.8,0.12,83.04,,,,29.7,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-16,14.82,0.0,83.77,,,,49.0,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-17,14.91,0.0,84.91,,,,33.2,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-18,16.04,0.0,83.55,,,,50.6,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-19,16.02,0.0,82.68,,,,49.4,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-20,16.18,0.24,81.2,,,,50.2,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-21,15.78,0.0,77.94,,,,33.1,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-22,14.59,0.0,79.81,,,,32.5,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-23,13.13,0.0,82.4,,,,94.0,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-24,12.92,0.0,87.36,,,,74.9,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-25,13.18,0.0,89.64,,,,72.3,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-26,12.75,0.0,89.64,,,,66.7,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-27,12.92,0.0,89.15,,,,66.8,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-28,13.98,0.0,85.61,,,,69.5,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-29,13.9,0.0,85.39,,,,57.5,,,,2021,Nov,26135
Embassy Kathmandu,2021-11-30,14.12,0.0,82.08,,,,50.6,,,,2021,Nov,26135
Embassy Kathmandu,2021-12-01,15.14,0.0,79.52,,,,51.0,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-02,15.68,0.03,83.65,,,,45.3,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-03,15.61,0.41,84.99,,,,39.5,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-04,15.67,0.23,81.64,,,,44.7,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-05,15.85,0.12,81.67,,,,28.0,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-06,15.21,0.07,81.29,,,,71.9,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-07,14.67,0.03,76.14,,,,36.9,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-08,14.41,0.0,61.73,,,,49.3,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-09,13.86,0.0,61.85,,,,47.8,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-10,12.48,0.0,66.72,,,,44.9,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-11,11.61,0.0,74.77,,,,52.2,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-12,10.79,0.0,80.06,,,,54.3,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-13,10.99,0.0,68.94,,,,62.6,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-14,12.2,0.0,69.05,,,,64.4,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-15,12.34,0.0,65.32,,,,62.3,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-16,12.31,0.0,58.18,,,,61.4,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-17,12.93,0.0,46.45,,,,112.0,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-18,11.77,0.0,56.21,,,,79.6,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-19,10.41,0.0,56.12,,,,62.3,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-20,10.33,0.0,63.36,,,,66.1,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-21,10.83,0.0,64.82,,,,66.3,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-22,10.8,0.0,70.02,,,,69.4,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-23,10.48,0.0,80.34,,,,66.8,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-24,10.85,0.12,80.29,,,,71.2,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-25,9.19,0.12,86.15,,,,78.8,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-26,9.93,0.09,82.58,,,,72.8,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-27,10.43,0.39,80.7,,,,81.2,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-28,10.33,1.77,77.89,,,,68.5,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-29,7.7,18.55,92.16,,,,39.4,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-30,9.51,6.92,77.87,,,,63.6,,,,2021,Dec,23552
Embassy Kathmandu,2021-12-31,10.42,0.0,70.2,,,,103.0,,,,2021,Dec,23552
Embassy Kathmandu,2022-01-01,10.72,0.0,74.2,,,,80.3,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-02,10.41,0.0,68.84,,,,74.9,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-03,10.69,0.0,68.28,,,,81.7,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-04,10.62,0.0,69.01,,,,77.2,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-05,11.26,0.01,72.97,,,,76.3,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-06,11.58,0.19,77.98,,,,54.8,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-07,12.28,0.12,76.18,,,,48.4,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-08,13.34,0.0,73.85,,,,58.7,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-09,13.45,0.0,70.57,,,,56.0,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-10,12.14,0.01,76.36,,,,55.5,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-11,12.24,0.33,70.52,,,,55.0,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-12,11.28,0.79,71.92,,,,58.7,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-13,9.42,0.32,82.76,,,,36.1,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-14,9.91,0.13,76.82,,,,64.6,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-15,9.76,0.0,77.29,,,,67.2,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-16,9.1,0.0,72.33,,,,63.0,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-17,10.18,0.0,66.11,,,,75.0,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-18,11.23,0.0,65.27,,,,69.8,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-19,10.18,0.0,72.24,,,,50.5,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-20,10.05,0.25,76.19,,,,57.8,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-21,9.53,1.72,79.18,,,,56.6,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-22,9.81,0.06,74.26,,,,70.8,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-23,8.84,0.06,83.77,,,,71.5,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-24,9.94,0.1,80.96,,,,73.9,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-25,10.14,0.26,74.39,,,,90.7,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-26,8.06,0.33,80.37,,,,56.3,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-27,7.7,0.0,77.93,,,,56.3,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-28,6.9,0.0,82.84,,,,59.6,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-29,8.08,0.0,68.48,,,,68.2,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-30,8.97,0.0,71.27,,,,66.7,,,,2022,Jan,16975
Embassy Kathmandu,2022-01-31,10.04,0.01,73.03,,,,77.8,,,,2022,Jan,16975
Embassy Kathmandu,2022-02-01,9.42,0.05,77.97,,,,72.2,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-02,9.43,0.02,64.36,,,,84.9,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-03,9.75,7.11,68.69,,,,107.0,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-04,7.42,25.41,93.25,,,,22.7,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-05,6.74,4.77,86.71,,,,33.8,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-06,7.64,0.01,74.33,,,,40.1,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-07,9.49,0.0,75.53,,,,41.2,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-08,9.67,0.0,79.23,,,,43.5,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-09,11.02,0.01,73.17,,,,44.4,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-10,10.22,0.03,80.0,,,,38.2,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-11,9.7,0.02,78.84,,,,37.1,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-12,9.53,0.0,65.06,,,,36.3,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-13,10.83,0.0,72.84,,,,51.8,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-14,11.83,0.0,71.48,,,,56.6,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-15,12.72,0.0,73.32,,,,57.6,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-16,12.27,0.0,73.27,,,,52.8,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-17,11.62,0.0,69.2,,,,55.5,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-18,12.02,0.0,64.18,,,,58.6,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-19,11.97,0.15,63.51,,,,58.6,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-20,10.46,1.31,62.94,,,,45.0,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-21,10.09,0.43,64.48,,,,34.0,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-22,11.59,0.0,57.66,,,,58.8,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-23,12.76,0.0,59.26,,,,71.1,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-24,14.33,0.0,58.46,,,,63.2,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-25,12.94,0.19,66.99,,,,51.2,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-26,12.83,0.04,64.12,,,,19.5,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-27,13.85,0.0,58.03,,,,45.0,,,,2022,Feb,19856
Embassy Kathmandu,2022-02-28,13.91,0.0,53.49,,,,49.5,,,,2022,Feb,19856
Embassy Kathmandu,2022-03-01,15.01,0.0,46.04,,,,67.5,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-02,14.72,0.06,55.62,,,,78.2,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-03,15.38,0.0,54.01,,,,53.1,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-04,15.71,0.05,50.41,,,,72.4,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-05,15.57,0.01,54.0,,,,49.5,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-06,16.97,0.0,49.17,,,,52.5,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-07,18.86,0.0,45.69,,,,59.0,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-08,18.93,0.0,43.6,,,,49.5,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-09,18.88,0.0,43.19,,,,48.1,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-10,18.88,0.0,42.7,,,,48.0,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-11,18.36,0.0,44.03,,,,55.6,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-12,18.33,0.0,46.43,,,,53.8,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-13,18.93,0.0,50.76,,,,51.1,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-14,20.65,0.0,47.27,,,,52.3,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-15,20.87,0.03,48.26,,,,54.7,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-16,21.12,1.4,52.66,,,,57.8,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-17,21.44,1.0,51.6,,,,56.4,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-18,22.57,0.0,49.31,,,,65.6,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-19,23.16,0.0,48.43,,,,63.7,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-20,22.66,0.01,47.65,,,,65.2,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-21,21.47,0.39,51.41,,,,70.9,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-22,21.96,4.4,47.41,,,,111.0,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-24,20.14,0.83,46.15,,,,53.3,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-25,20.3,0.23,40.4,,,,50.3,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-29,20.27,0.11,42.7,,,,100.0,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-30,20.33,1.19,51.08,,,,87.2,,,,2022,Mar,42152
Embassy Kathmandu,2022-03-31,20.51,2.31,58.32,,,,75.4,,,,2022,Mar,42152
Embassy Kathmandu,2022-04-01,21.44,0.01,48.49,,,,77.5,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-02,22.4,0.79,46.02,,,,76.2,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-03,21.75,3.72,58.65,,,,52.4,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-04,23.02,0.35,42.89,,,,62.7,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-05,23.27,0.26,29.27,,,,62.6,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-06,23.06,0.02,31.76,,,,64.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-07,22.5,0.43,40.22,,,,68.3,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-08,22.61,1.05,43.13,,,,69.3,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-09,22.23,2.55,47.6,,,,70.5,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-10,21.53,5.03,53.99,,,,60.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-11,22.95,0.31,47.51,,,,82.7,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-12,22.5,0.38,45.29,,,,51.3,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-13,22.77,0.18,42.46,,,,54.8,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-14,23.99,0.85,34.15,,,,38.4,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-15,23.74,0.06,28.36,,,,38.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-16,23.42,0.02,25.89,,,,48.7,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-17,23.57,0.01,25.62,,,,58.3,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-18,24.33,0.06,27.35,,,,91.1,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-19,23.23,2.54,40.68,,,,108.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-20,22.27,6.78,55.61,,,,53.9,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-21,21.21,0.76,62.08,,,,39.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-22,22.83,2.71,54.18,,,,36.1,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-23,23.59,0.39,38.93,,,,41.1,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-24,24.32,0.01,27.36,,,,68.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-25,24.86,0.0,25.25,,,,99.2,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-26,24.87,0.06,30.11,,,,97.9,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-27,25.17,0.1,27.6,,,,63.8,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-28,24.74,2.3,31.07,,,,80.5,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-29,24.77,1.04,37.91,,,,65.4,,,,2022,Apr,61589
Embassy Kathmandu,2022-04-30,23.3,8.5,51.49,,,,38.0,,,,2022,Apr,61589
Embassy Kathmandu,2022-05-01,23.62,0.93,49.79,,,,29.9,,,,2022,May,54093
Embassy Kathmandu,2022-05-02,21.5,24.21,68.14,,,,40.9,,,,2022,May,54093
Embassy Kathmandu,2022-05-03,21.48,4.72,73.89,,,,29.4,,,,2022,May,54093
Embassy Kathmandu,2022-05-06,20.35,2.49,77.85,,,,19.3,,,,2022,May,54093
Embassy Kathmandu,2022-05-07,21.88,0.27,67.96,,,,19.8,,,,2022,May,54093
Embassy Kathmandu,2022-05-08,21.61,6.93,74.02,,,,23.0,,,,2022,May,54093
Embassy Kathmandu,2022-05-09,21.49,5.52,74.54,,,,26.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-10,22.1,7.11,72.69,,,,32.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-11,23.07,4.73,71.46,,,,20.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-12,23.73,1.08,65.64,,,,25.4,,,,2022,May,54093
Embassy Kathmandu,2022-05-13,23.19,5.63,71.11,,,,28.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-14,23.71,0.15,64.02,,,,37.2,,,,2022,May,54093
Embassy Kathmandu,2022-05-15,24.66,1.06,57.73,,,,51.8,,,,2022,May,54093
Embassy Kathmandu,2022-05-16,24.58,6.88,61.13,,,,39.5,,,,2022,May,54093
Embassy Kathmandu,2022-05-17,24.35,2.81,60.56,,,,34.8,,,,2022,May,54093
Embassy Kathmandu,2022-05-18,24.45,0.61,47.28,,,,33.3,,,,2022,May,54093
Embassy Kathmandu,2022-05-19,24.42,1.78,48.93,,,,35.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-20,24.27,5.67,54.99,,,,92.2,,,,2022,May,54093
Embassy Kathmandu,2022-05-21,24.29,3.6,51.51,,,,28.1,,,,2022,May,54093
Embassy Kathmandu,2022-05-22,23.49,9.7,50.5,,,,19.5,,,,2022,May,54093
Embassy Kathmandu,2022-05-23,22.49,7.68,53.94,,,,72.1,,,,2022,May,54093
Embassy Kathmandu,2022-05-24,22.62,1.55,57.64,,,,28.8,,,,2022,May,54093
Embassy Kathmandu,2022-05-25,22.66,16.13,63.63,,,,32.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-26,21.63,12.23,63.83,,,,18.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-27,22.13,0.7,57.47,,,,12.6,,,,2022,May,54093
Embassy Kathmandu,2022-05-28,22.14,3.43,62.74,,,,28.1,,,,2022,May,54093
Embassy Kathmandu,2022-05-29,22.8,0.33,64.06,,,,36.3,,,,2022,May,54093
Embassy Kathmandu,2022-05-30,23.79,1.75,62.59,,,,39.3,,,,2022,May,54093
Embassy Kathmandu,2022-05-31,24.23,2.33,60.29,,,,32.7,,,,2022,May,54093
Embassy Kathmandu,2022-06-01,25.3,2.65,56.16,,,,35.9,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-02,25.2,0.38,51.77,,,,76.6,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-03,25.11,5.36,51.42,,,,36.4,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-04,25.12,4.94,55.04,,,,41.0,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-05,24.51,4.75,58.47,,,,44.2,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-06,24.21,15.46,63.97,,,,52.0,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-07,24.75,6.62,60.86,,,,45.1,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-08,24.21,13.48,64.37,,,,35.7,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-09,24.49,5.87,65.19,,,,37.2,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-10,24.71,0.73,58.23,,,,44.4,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-11,24.52,5.28,59.23,,,,42.8,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-12,24.57,3.36,64.23,,,,35.6,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-13,24.98,2.54,61.75,,,,38.5,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-14,24.47,13.21,67.76,,,,38.5,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-15,24.28,22.47,73.72,,,,38.1,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-16,23.73,11.21,82.31,,,,36.2,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-17,23.38,12.93,83.87,,,,17.7,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-18,23.43,21.64,82.12,,,,19.0,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-19,23.33,6.58,78.65,,,,16.1,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-20,23.28,12.83,73.21,,,,24.8,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-21,22.42,4.04,75.91,,,,21.0,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-22,22.95,1.46,79.45,,,,20.0,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-23,23.21,5.41,82.88,,,,13.4,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-24,23.26,11.83,84.85,,,,18.3,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-25,22.78,5.82,87.56,,,,15.9,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-26,22.25,11.22,84.58,,,,7.27,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-27,22.78,11.34,87.97,,,,14.7,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-28,22.01,18.9,92.7,,,,11.9,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-29,21.1,5.43,93.86,,,,8.54,,,,2022,Jun,46957
Embassy Kathmandu,2022-06-30,21.67,1.41,88.01,,,,9.9,,,,2022,Jun,46957
Embassy Kathmandu,2022-07-01,23.02,14.67,86.35,,,,18.0,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-02,22.88,9.36,87.64,,,,20.6,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-03,22.93,2.18,86.84,,,,14.6,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-04,23.45,2.5,88.51,,,,12.7,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-05,23.15,0.77,89.1,,,,14.5,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-06,24.11,3.84,85.5,,,,19.3,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-07,23.95,7.98,87.7,,,,12.8,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-08,23.39,22.21,89.46,,,,11.9,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-09,23.31,4.11,85.65,,,,9.06,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-10,23.78,3.64,82.71,,,,7.89,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-11,23.53,2.88,87.21,,,,14.2,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-12,23.81,2.64,86.6,,,,9.29,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-13,23.33,1.35,85.24,,,,10.2,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-14,24.07,0.52,83.61,,,,13.3,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-15,23.77,0.05,80.13,,,,9.77,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-16,24.27,0.01,82.35,,,,9.65,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-17,24.45,1.57,80.56,,,,10.6,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-18,23.53,9.98,85.12,,,,11.8,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-19,23.37,5.22,86.85,,,,7.98,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-20,23.48,15.27,84.45,,,,10.8,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-21,22.54,19.06,92.21,,,,11.7,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-22,23.06,12.78,86.71,,,,7.0,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-27,22.15,16.54,87.03,,,,9.31,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-28,22.62,14.42,84.75,,,,4.5,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-29,22.01,6.86,83.91,,,,10.1,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-30,22.17,9.5,84.55,,,,7.98,,,,2022,Jul,44462
Embassy Kathmandu,2022-07-31,22.61,21.54,88.51,,,,6.43,,,,2022,Jul,44462
Embassy Kathmandu,2022-08-01,22.05,22.83,94.92,,,,4.89,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-02,21.63,15.24,93.06,,,,6.35,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-03,22.87,2.07,85.14,,,,10.2,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-04,22.37,3.87,93.5,,,,10.9,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-05,23.08,2.05,87.99,,,,13.7,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-06,22.75,15.07,88.17,,,,9.63,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-07,23.33,2.38,89.57,,,,8.81,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-08,23.44,3.41,88.07,,,,7.94,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-09,23.72,5.51,87.06,,,,5.32,,,,2022,Aug,41304
Embassy Kathmandu,2022-08-10,22.85,14.18,87.84,,,,6.27,,,,2022,Aug,41304
